exret,Date
-0.0096954788888888,20000103
-0.0384911088888889,20000104
0.0017755583333333,20000105
0.0008098691666666,20000106
0.02694538,20000107
0.0110444144444444,20000110
-0.0132089588888889,20000111
-0.0045332754444444,20000112
0.0120238266666667,20000113
0.0105254866666667,20000114
-0.0069776205555555,20000118
0.0003736753888888,20000119
-0.0072430457777777,20000120
-0.003059846,20000121
-0.0277813977777778,20000124
0.005914801,20000125
-0.0043629547777777,20000126
-0.0040890495555555,20000127
-0.0276090322222222,20000128
0.0250640088888889,20000131
0.0104738811111111,20000201
-0.0002660332,20000202
0.0110964833333333,20000203
-0.0005738392777777,20000204
-0.0002432128644444,20000207
0.0121198766666667,20000208
-0.02097485,20000209
0.0034811392222222,20000210
-0.02112185,20000211
0.0018810445555555,20000214
0.008557607,20000215
-0.0104108544444444,20000216
0.0002704508777777,20000217
-0.03053115,20000218
0.0043612294444444,20000222
0.0061443163333333,20000223
-0.0054919168888888,20000224
-0.0149851011111111,20000225
0.0108608911111111,20000228
0.0134709788888889,20000229
0.0091900334444444,20000301
0.0017078574444444,20000302
0.0196806311111111,20000303
-0.0128526422222222,20000306
-0.02578857,20000307
0.008015882,20000308
0.0254445977777778,20000309
-0.0048812033333333,20000310
-0.0083660851111111,20000313
-0.0178441011111111,20000314
0.0241218244444444,20000315
0.0474802066666667,20000316
-0.0055129174444444,20000320
0.0254064155555556,20000321
0.0043724085555555,20000322
0.0176399033333333,20000323
-8.74242844444445e-05,20000324
-0.0025149095555555,20000327
-0.0107438488888889,20000328
0.0003647998333333,20000329
-0.0138143811111111,20000330
0.0070054751111111,20000331
0.0047732794444444,20000403
-0.007621128,20000404
-0.0050822993333333,20000405
0.0092335281111111,20000406
0.0098385693333333,20000407
-0.0079995313333333,20000410
-0.002729852,20000411
-0.02242874,20000412
-0.0183279844444444,20000413
-0.0584349144444444,20000414
0.0329267355555556,20000417
0.0285064255555556,20000418
-0.0099654224444444,20000419
0.0047964301111111,20000420
-0.0034182033333333,20000424
0.0331195911111111,20000425
-0.0112893977777778,20000426
0.0025346792222222,20000427
-0.0086832852222222,20000428
0.01073459,20000501
-0.0151163022222222,20000502
-0.0217249644444444,20000503
-0.0040670176666666,20000504
0.0161987666666667,20000505
-0.0060682785555555,20000508
-0.0086125805555555,20000509
-0.0207654955555556,20000510
0.0177369044444444,20000511
0.0091751934444444,20000512
0.02193274,20000515
0.0092519307777777,20000516
-0.0126050133333333,20000517
-0.0074742682222222,20000518
-0.0212132911111111,20000519
-0.0045866291111111,20000522
-0.0193380722222222,20000523
0.0181754777777778,20000524
-0.0126877077777778,20000525
-0.0026903854444444,20000526
0.0320863544444444,20000530
-0.0014527952222222,20000531
0.0197030877777778,20000601
0.0194784766666667,20000602
-0.0066777138888888,20000605
-0.0068322846666666,20000606
0.0091142727777777,20000607
-0.0067451884444444,20000608
-0.0033889052222222,20000609
-0.0076737565555555,20000612
0.0160513511111111,20000613
0.0005913622777777,20000614
0.005411883,20000615
-0.0098073952222222,20000616
0.0145518233333333,20000619
-0.0069195118888888,20000620
0.0019975995555555,20000621
-0.01837767,20000622
-0.0075262885555555,20000623
0.0094370827777777,20000626
-0.003428281,20000627
0.0027867665555555,20000628
-0.0087017897777777,20000629
0.0083065058888888,20000630
0.0101111377777778,20000703
-0.0160237766666667,20000705
0.007056269,20000706
0.0150977744444444,20000707
-0.0023817538888888,20000710
0.0033998807777777,20000711
0.0079639121111111,20000712
0.0017892313333333,20000713
0.0092864931111111,20000714
0.0001716416888888,20000717
-0.0112552311111111,20000718
-0.0080529116666666,20000719
0.0090171173333333,20000720
-0.0104489777777778,20000721
-0.0109079711111111,20000724
0.0067849527777777,20000725
-0.0151211966666667,20000726
-0.0020955947777777,20000727
-0.0206760422222222,20000728
0.007537322,20000731
0.0049123558888888,20000801
0.0002486060888888,20000802
0.0094656414444444,20000803
0.0069710644444444,20000804
0.0110352066666667,20000807
0.0021835431111111,20000808
-0.0068654011111111,20000809
-0.0087369171111111,20000810
0.0077672747777777,20000811
0.0132290333333333,20000814
-0.0049496744444444,20000815
-0.0032545256666666,20000816
0.0107914033333333,20000817
-0.0030767846666666,20000818
0.0050328813333333,20000821
-0.0010697565444444,20000822
0.0050634677777777,20000823
0.0013840937777777,20000824
-0.0014034457777777,20000825
0.0049009704444444,20000828
-0.0029772447777777,20000829
-0.0049723895555555,20000830
0.0098723822222222,20000831
0.0018668353333333,20000901
-0.0091706301111111,20000905
-0.010007721,20000906
0.0067083007777777,20000907
-0.0054969123333333,20000908
-0.0036714667777777,20000911
-0.0050460634444444,20000912
0.0018058795555555,20000913
-0.0028865373333333,20000914
-0.0103355333333333,20000915
-0.0146970433333333,20000918
0.0104877411111111,20000919
-0.0060295261111111,20000920
-0.0017439631111111,20000921
-0.0003941242888888,20000922
-0.0068550518888888,20000925
-0.0083805336666666,20000926
-0.0006156495222222,20000927
0.0220665388888889,20000928
-0.0151033555555556,20000929
-0.0003624169,20001002
-0.0069708643333333,20001003
0.0053418106666666,20001004
0.0011978898888888,20001005
-0.0191688033333333,20001006
-0.0051080413333333,20001009
-0.0108739655555556,20001010
-0.0163394155555556,20001011
