-12802.7
-11601
-12723.2
-12601.5
-12237.5
-12251.5
-12473.7
-12653.7
-12693.7
-12631.3
-12555.2
-12530.9
-12570
-12641.5
-12703.8
-12729.9
-12717.7
-12686.7
-12665.3
-12672.1
-12704.3
-12741.5
-12761.6
-12755.7
-12733.6
-12716.6
-12719.6
-12740.2
-12762.1
-12770.5
-12763.2
-12751.3
-12747.9
-12756.7
-12770.5
-12778.6
-12776.9
-12770.5
-12768.1
-12773.3
-12782.2
-12787.6
-12786.9
-12783.8
-12783.6
-12787.9
-12792.7
-12794
-12792.3
-12791.7
-12794.4
-12798.1
-12799
-12797.4
-12796.6
-12798.3
-12800.6
-12800.9
-12799.9
-12799.8
-12801.2
-12802.1
-12801.6
-12801.1
-12801.7
-12802.5
-12802.2
-12801.5
-12801.7
-12802.3
-12802.3
