epoch,GRU-HN_loss,GRU-HN_log_likelihood,LSTM-HN_loss,LSTM-HN_log_likelihood
92.000000,6282.741211,-6282.741211,3354.333008,-3354.333008
93.000000,6270.346680,-6270.346680,3336.296143,-3336.296143
94.000000,6258.000977,-6258.000977,3318.295410,-3318.295410
95.000000,6245.702148,-6245.702148,3300.332031,-3300.332031
96.000000,6233.450684,-6233.450684,3282.404297,-3282.404297
97.000000,6221.247070,-6221.247070,3264.512695,-3264.512695
98.000000,6209.089355,-6209.089355,3246.658691,-3246.658691
99.000000,6196.979492,-6196.979492,3228.841797,-3228.841797
100.000000,6184.916992,-6184.916992,3211.061523,-3211.061523
101.000000,6172.900391,-6172.900391,3193.316895,-3193.316895
102.000000,6160.929688,-6160.929688,3175.610352,-3175.610352
103.000000,6149.005859,-6149.005859,3157.939941,-3157.939941
104.000000,6137.127441,-6137.127441,3140.305664,-3140.305664
105.000000,6125.296875,-6125.296875,3122.708496,-3122.708496
106.000000,6113.511719,-6113.511719,3105.148438,-3105.148438
107.000000,6101.772461,-6101.772461,3087.625000,-3087.625000
108.000000,6090.078613,-6090.078613,3070.138672,-3070.138672
109.000000,6078.429688,-6078.429688,3052.687500,-3052.687500
110.000000,6066.827148,-6066.827148,3035.274414,-3035.274414
111.000000,6055.269043,-6055.269043,3017.897705,-3017.897705
112.000000,6043.756348,-6043.756348,3000.557373,-3000.557373
113.000000,6032.288086,-6032.288086,2983.253906,-2983.253906
114.000000,6020.865234,-6020.865234,2965.987305,-2965.987305
115.000000,6009.486328,-6009.486328,2948.757080,-2948.757080
116.000000,5998.152344,-5998.152344,2931.563965,-2931.563965
117.000000,5986.862305,-5986.862305,2914.407715,-2914.407715
118.000000,5975.616211,-5975.616211,2897.287598,-2897.287598
119.000000,5964.415039,-5964.415039,2880.204590,-2880.204590
120.000000,5953.256348,-5953.256348,2863.158936,-2863.158936
121.000000,5942.142578,-5942.142578,2846.148926,-2846.148926
122.000000,5931.072266,-5931.072266,2829.176025,-2829.176025
123.000000,5920.044434,-5920.044434,2812.239746,-2812.239746
124.000000,5909.060547,-5909.060547,2795.340576,-2795.340576
125.000000,5898.120117,-5898.120117,2778.478027,-2778.478027
126.000000,5887.222168,-5887.222168,2761.652344,-2761.652344
127.000000,5876.366211,-5876.366211,2744.862305,-2744.862305
128.000000,5865.552734,-5865.552734,2728.110352,-2728.110352
129.000000,5854.783203,-5854.783203,2711.394775,-2711.394775
130.000000,5844.055664,-5844.055664,2694.716064,-2694.716064
131.000000,5833.369141,-5833.369141,2678.074219,-2678.074219
132.000000,5822.724609,-5822.724609,2661.468262,-2661.468262
133.000000,5812.123047,-5812.123047,2644.898926,-2644.898926
134.000000,5801.562012,-5801.562012,2628.366943,-2628.366943
135.000000,5791.041992,-5791.041992,2611.871338,-2611.871338
136.000000,5780.563477,-5780.563477,2595.412842,-2595.412842
137.000000,5770.126465,-5770.126465,2578.991211,-2578.991211
138.000000,5759.729492,-5759.729492,2562.606445,-2562.606445
139.000000,5749.374023,-5749.374023,2546.257812,-2546.257812
140.000000,5739.058594,-5739.058594,2529.946289,-2529.946289
141.000000,5728.784180,-5728.784180,2513.670898,-2513.670898
142.000000,5718.548828,-5718.548828,2497.432861,-2497.432861
143.000000,5708.353516,-5708.353516,2481.230713,-2481.230713
144.000000,5698.198242,-5698.198242,2465.066162,-2465.066162
145.000000,5688.082520,-5688.082520,2448.937988,-2448.937988
146.000000,5678.005859,-5678.005859,2432.846191,-2432.846191
147.000000,5667.967285,-5667.967285,2416.791748,-2416.791748
148.000000,5657.968750,-5657.968750,2400.773926,-2400.773926
149.000000,5648.008301,-5648.008301,2384.792480,-2384.792480
150.000000,5638.086914,-5638.086914,2368.847168,-2368.847168
151.000000,5628.203125,-5628.203125,2352.938965,-2352.938965
152.000000,5618.356445,-5618.356445,2337.067383,-2337.067383
153.000000,5608.548340,-5608.548340,2321.232422,-2321.232422
154.000000,5598.777344,-5598.777344,2305.433594,-2305.433594
155.000000,5589.043457,-5589.043457,2289.671631,-2289.671631
156.000000,5579.347656,-5579.347656,2273.946289,-2273.946289
157.000000,5569.687500,-5569.687500,2258.258301,-2258.258301
158.000000,5560.064453,-5560.064453,2242.605957,-2242.605957
159.000000,5550.477051,-5550.477051,2226.990234,-2226.990234
160.000000,5540.925781,-5540.925781,2211.411133,-2211.411133
161.000000,5531.411133,-5531.411133,2195.868652,-2195.868652
162.000000,5521.930664,-5521.930664,2180.361816,-2180.361816
163.000000,5512.485352,-5512.485352,2164.892090,-2164.892090
164.000000,5503.075195,-5503.075195,2149.458984,-2149.458984
165.000000,5493.699219,-5493.699219,2134.061523,-2134.061523
166.000000,5484.358398,-5484.358398,2118.701172,-2118.701172
167.000000,5475.050781,-5475.050781,2103.377686,-2103.377686
168.000000,5465.777344,-5465.777344,2088.089844,-2088.089844
169.000000,5456.537109,-5456.537109,2072.838379,-2072.838379
170.000000,5447.330566,-5447.330566,2057.622559,-2057.622559
171.000000,5438.155762,-5438.155762,2042.443604,-2042.443604
172.000000,5429.012695,-5429.012695,2027.301270,-2027.301270
173.000000,5419.903320,-5419.903320,2012.194336,-2012.194336
174.000000,5410.825195,-5410.825195,1997.124268,-1997.124268
175.000000,5401.778320,-5401.778320,1982.089600,-1982.089600
176.000000,5392.761719,-5392.761719,1967.091797,-1967.091797
177.000000,5383.777344,-5383.777344,1952.129883,-1952.129883
178.000000,5374.822266,-5374.822266,1937.204102,-1937.204102
179.000000,5365.897461,-5365.897461,1922.314087,-1922.314087
180.000000,5357.002930,-5357.002930,1907.460327,-1907.460327
181.000000,5348.136719,-5348.136719,1892.642090,-1892.642090
182.000000,5339.299805,-5339.299805,1877.860107,-1877.860107
183.000000,5330.491211,-5330.491211,1863.113281,-1863.113281
184.000000,5321.710938,-5321.710938,1848.403564,-1848.403564
185.000000,5312.957520,-5312.957520,1833.728271,-1833.728271
186.000000,5304.232422,-5304.232422,1819.089355,-1819.089355
187.000000,5295.534180,-5295.534180,1804.486328,-1804.486328
188.000000,5286.862793,-5286.862793,1789.918579,-1789.918579
189.000000,5278.217285,-5278.217285,1775.386719,-1775.386719
190.000000,5269.596680,-5269.596680,1760.890137,-1760.890137
191.000000,5261.002930,-5261.002930,1746.429321,-1746.429321
192.000000,5252.432129,-5252.432129,1732.003662,-1732.003662
193.000000,5243.886719,-5243.886719,1717.613403,-1717.613403
194.000000,5235.365234,-5235.365234,1703.258789,-1703.258789
195.000000,5226.866211,-5226.866211,1688.939209,-1688.939209
196.000000,5218.391602,-5218.391602,1674.654785,-1674.654785
197.000000,5209.938965,-5209.938965,1660.406372,-1660.406372
198.000000,5201.508789,-5201.508789,1646.192139,-1646.192139
199.000000,5193.100586,-5193.100586,1632.013306,-1632.013306
200.000000,5184.712402,-5184.712402,1617.869629,-1617.869629
201.000000,5176.345215,-5176.345215,1603.761108,-1603.761108
202.000000,5167.999023,-5167.999023,1589.686768,-1589.686768
203.000000,5159.671387,-5159.671387,1575.647949,-1575.647949
204.000000,5151.365234,-5151.365234,1561.643555,-1561.643555
205.000000,5143.076172,-5143.076172,1547.674072,-1547.674072
206.000000,5134.804688,-5134.804688,1533.739014,-1533.739014
207.000000,5126.551758,-5126.551758,1519.838989,-1519.838989
208.000000,5118.316406,-5118.316406,1505.973022,-1505.973022
209.000000,5110.097656,-5110.097656,1492.141846,-1492.141846
210.000000,5101.895508,-5101.895508,1478.344238,-1478.344238
211.000000,5093.709961,-5093.709961,1464.581665,-1464.581665
212.000000,5085.538574,-5085.538574,1450.853271,-1450.853271
213.000000,5077.382812,-5077.382812,1437.158813,-1437.158813
214.000000,5069.242188,-5069.242188,1423.498291,-1423.498291
215.000000,5061.114258,-5061.114258,1409.872192,-1409.872192
216.000000,5053.000977,-5053.000977,1396.279419,-1396.279419
217.000000,5044.900879,-5044.900879,1382.720947,-1382.720947
218.000000,5036.813477,-5036.813477,1369.196167,-1369.196167
219.000000,5028.738281,-5028.738281,1355.705078,-1355.705078
220.000000,5020.674316,-5020.674316,1342.247437,-1342.247437
221.000000,5012.623047,-5012.623047,1328.823608,-1328.823608
222.000000,5004.581055,-5004.581055,1315.433105,-1315.433105
223.000000,4996.549805,-4996.549805,1302.075928,-1302.075928
224.000000,4988.529785,-4988.529785,1288.752686,-1288.752686
225.000000,4980.518555,-4980.518555,1275.461914,-1275.461914
226.000000,4972.516602,-4972.516602,1262.203857,-1262.203857
227.000000,4964.524414,-4964.524414,1248.979370,-1248.979370
228.000000,4956.541016,-4956.541016,1235.787720,-1235.787720
229.000000,4948.566406,-4948.566406,1222.629150,-1222.629150
230.000000,4940.600586,-4940.600586,1209.503418,-1209.503418
231.000000,4932.642578,-4932.642578,1196.409912,-1196.409912
232.000000,4924.692871,-4924.692871,1183.349121,-1183.349121
233.000000,4916.750000,-4916.750000,1170.320679,-1170.320679
234.000000,4908.815430,-4908.815430,1157.324707,-1157.324707
235.000000,4900.886230,-4900.886230,1144.360840,-1144.360840
236.000000,4892.962891,-4892.962891,1131.429565,-1131.429565
237.000000,4885.044922,-4885.044922,1118.530273,-1118.530273
238.000000,4877.131836,-4877.131836,1105.663330,-1105.663330
239.000000,4869.223633,-4869.223633,1092.827881,-1092.827881
240.000000,4861.318848,-4861.318848,1080.024536,-1080.024536
241.000000,4853.418457,-4853.418457,1067.252441,-1067.252441
242.000000,4845.520996,-4845.520996,1054.512573,-1054.512573
243.000000,4837.627930,-4837.627930,1041.803711,-1041.803711
244.000000,4829.737305,-4829.737305,1029.126465,-1029.126465
245.000000,4821.849121,-4821.849121,1016.480286,-1016.480286
246.000000,4813.964844,-4813.964844,1003.865601,-1003.865601
247.000000,4806.083008,-4806.083008,991.281860,-991.281860
248.000000,4798.202637,-4798.202637,978.729004,-978.729004
249.000000,4790.325195,-4790.325195,966.207031,-966.207031
250.000000,4782.449219,-4782.449219,953.715698,-953.715698
251.000000,4774.575195,-4774.575195,941.255127,-941.255127
252.000000,4766.703125,-4766.703125,928.825073,-928.825073
253.000000,4758.831543,-4758.831543,916.425293,-916.425293
254.000000,4750.960938,-4750.960938,904.055908,-904.055908
255.000000,4743.091797,-4743.091797,891.716675,-891.716675
256.000000,4735.222656,-4735.222656,879.407959,-879.407959
257.000000,4727.354492,-4727.354492,867.128967,-867.128967
258.000000,4719.485352,-4719.485352,854.879883,-854.879883
259.000000,4711.617188,-4711.617188,842.660461,-842.660461
260.000000,4703.749023,-4703.749023,830.470764,-830.470764
261.000000,4695.880371,-4695.880371,818.310852,-818.310852
262.000000,4688.010742,-4688.010742,806.180542,-806.180542
263.000000,4680.141113,-4680.141113,794.079224,-794.079224
264.000000,4672.270020,-4672.270020,782.006958,-782.006958
265.000000,4664.398926,-4664.398926,769.964294,-769.964294
266.000000,4656.526367,-4656.526367,757.950317,-757.950317
267.000000,4648.653320,-4648.653320,745.965454,-745.965454
268.000000,4640.778809,-4640.778809,734.009583,-734.009583
269.000000,4632.902832,-4632.902832,722.082153,-722.082153
270.000000,4625.025391,-4625.025391,710.182983,-710.182983
271.000000,4617.146973,-4617.146973,698.312866,-698.312866
272.000000,4609.266602,-4609.266602,686.470703,-686.470703
273.000000,4601.384766,-4601.384766,674.656616,-674.656616
274.000000,4593.501465,-4593.501465,662.870789,-662.870789
275.000000,4585.615723,-4585.615723,651.113464,-651.113464
276.000000,4577.728516,-4577.728516,639.383301,-639.383301
277.000000,4569.838867,-4569.838867,627.681335,-627.681335
278.000000,4561.947754,-4561.947754,616.006836,-616.006836
279.000000,4554.054688,-4554.054688,604.360046,-604.360046
280.000000,4546.159180,-4546.159180,592.740356,-592.740356
281.000000,4538.261719,-4538.261719,581.148315,-581.148315
282.000000,4530.361816,-4530.361816,569.583130,-569.583130
283.000000,4522.459473,-4522.459473,558.045166,-558.045166
284.000000,4514.555664,-4514.555664,546.534058,-546.534058
285.000000,4506.649414,-4506.649414,535.050110,-535.050110
286.000000,4498.740723,-4498.740723,523.592407,-523.592407
287.000000,4490.829102,-4490.829102,512.161560,-512.161560
288.000000,4482.915527,-4482.915527,500.757233,-500.757233
289.000000,4475.000000,-4475.000000,489.379547,-489.379547
290.000000,4467.081543,-4467.081543,478.027771,-478.027771
291.000000,4459.160645,-4459.160645,466.702332,-466.702332
292.000000,4451.236816,-4451.236816,455.402863,-455.402863
293.000000,4443.310547,-4443.310547,444.129700,-444.129700
294.000000,4435.382812,-4435.382812,432.881989,-432.881989
295.000000,4427.451172,-4427.451172,421.660095,-421.660095
296.000000,4419.517578,-4419.517578,410.463623,-410.463623
297.000000,4411.581055,-4411.581055,399.293243,-399.293243
298.000000,4403.641602,-4403.641602,388.147919,-388.147919
299.000000,4395.700195,-4395.700195,377.028015,-377.028015
300.000000,4387.754883,-4387.754883,365.932739,-365.932739
301.000000,4379.807129,-4379.807129,354.862976,-354.862976
302.000000,4371.856445,-4371.856445,343.817780,-343.817780
303.000000,4363.902832,-4363.902832,332.797668,-332.797668
304.000000,4355.946289,-4355.946289,321.802368,-321.802368
305.000000,4347.986816,-4347.986816,310.831573,-310.831573
306.000000,4340.023438,-4340.023438,299.885315,-299.885315
307.000000,4332.057617,-4332.057617,288.963562,-288.963562
308.000000,4324.087891,-4324.087891,278.066284,-278.066284
309.000000,4316.114746,-4316.114746,267.193146,-267.193146
310.000000,4308.138184,-4308.138184,256.343842,-256.343842
311.000000,4300.158203,-4300.158203,245.518402,-245.518402
312.000000,4292.174805,-4292.174805,234.717545,-234.717545
313.000000,4284.187012,-4284.187012,223.940552,-223.940552
314.000000,4276.195312,-4276.195312,213.186722,-213.186722
315.000000,4268.199219,-4268.199219,202.456726,-202.456726
316.000000,4260.199219,-4260.199219,191.750336,-191.750336
317.000000,4252.194336,-4252.194336,181.066772,-181.066772
318.000000,4244.185547,-4244.185547,170.407196,-170.407196
319.000000,4236.170898,-4236.170898,159.770630,-159.770630
320.000000,4228.152832,-4228.152832,149.156937,-149.156937
321.000000,4220.128906,-4220.128906,138.566818,-138.566818
322.000000,4212.099609,-4212.099609,127.999199,-127.999199
323.000000,4204.064453,-4204.064453,117.454407,-117.454407
324.000000,4196.023438,-4196.023438,106.932480,-106.932480
325.000000,4187.977539,-4187.977539,96.433266,-96.433266
326.000000,4179.924805,-4179.924805,85.956329,-85.956329
327.000000,4171.865723,-4171.865723,75.502525,-75.502525
328.000000,4163.799805,-4163.799805,65.070892,-65.070892
329.000000,4155.727539,-4155.727539,54.661545,-54.661545
330.000000,4147.647461,-4147.647461,44.274155,-44.274155
331.000000,4139.561035,-4139.561035,33.909092,-33.909092
332.000000,4131.466797,-4131.466797,23.566036,-23.566036
333.000000,4123.364746,-4123.364746,13.245094,-13.245094
334.000000,4115.254883,-4115.254883,2.946318,-2.946318
335.000000,4107.137207,-4107.137207,-7.331019,7.331019
336.000000,4099.010742,-4099.010742,-17.586304,17.586304
337.000000,4090.875977,-4090.875977,-27.820118,27.820118
338.000000,4082.732666,-4082.732666,-38.032772,38.032772
339.000000,4074.580078,-4074.580078,-48.223656,48.223656
340.000000,4066.419678,-4066.419678,-58.392448,58.392448
341.000000,4058.250000,-4058.250000,-68.540527,68.540527
342.000000,4050.069824,-4050.069824,-78.667282,78.667282
343.000000,4041.881104,-4041.881104,-88.772682,88.772682
344.000000,4033.682373,-4033.682373,-98.856781,98.856781
345.000000,4025.474609,-4025.474609,-108.920059,108.920059
346.000000,4017.256836,-4017.256836,-118.962128,118.962128
347.000000,4009.029297,-4009.029297,-128.983673,128.983673
348.000000,4000.791992,-4000.791992,-138.983734,138.983734
349.000000,3992.545166,-3992.545166,-148.963348,148.963348
350.000000,3984.287354,-3984.287354,-158.921692,158.921692
351.000000,3976.020508,-3976.020508,-168.860016,168.860016
352.000000,3967.743652,-3967.743652,-178.777496,178.777496
353.000000,3959.456787,-3959.456787,-188.674393,188.674393
354.000000,3951.159668,-3951.159668,-198.550934,198.550934
355.000000,3942.852783,-3942.852783,-208.406891,208.406891
356.000000,3934.535400,-3934.535400,-218.242432,218.242432
357.000000,3926.208984,-3926.208984,-228.057358,228.057358
358.000000,3917.871826,-3917.871826,-237.852203,237.852203
359.000000,3909.526367,-3909.526367,-247.626801,247.626801
360.000000,3901.169922,-3901.169922,-257.381409,257.381409
361.000000,3892.804199,-3892.804199,-267.115326,267.115326
362.000000,3884.429443,-3884.429443,-276.829529,276.829529
363.000000,3876.044922,-3876.044922,-286.523071,286.523071
364.000000,3867.651123,-3867.651123,-296.197449,296.197449
365.000000,3859.249023,-3859.249023,-305.851562,305.851562
366.000000,3850.836426,-3850.836426,-315.485657,315.485657
367.000000,3842.416504,-3842.416504,-325.100037,325.100037
368.000000,3833.987305,-3833.987305,-334.694763,334.694763
369.000000,3825.550049,-3825.550049,-344.269531,344.269531
370.000000,3817.103516,-3817.103516,-353.824646,353.824646
371.000000,3808.650146,-3808.650146,-363.360229,363.360229
372.000000,3800.188477,-3800.188477,-372.876282,372.876282
373.000000,3791.719238,-3791.719238,-382.372009,382.372009
374.000000,3783.242920,-3783.242920,-391.848999,391.848999
375.000000,3774.759277,-3774.759277,-401.305756,401.305756
376.000000,3766.268066,-3766.268066,-410.743744,410.743744
377.000000,3757.770996,-3757.770996,-420.162598,420.162598
378.000000,3749.266602,-3749.266602,-429.561829,429.561829
379.000000,3740.757080,-3740.757080,-438.941467,438.941467
380.000000,3732.240723,-3732.240723,-448.301880,448.301880
381.000000,3723.720215,-3723.720215,-457.643311,457.643311
382.000000,3715.193359,-3715.193359,-466.965668,466.965668
383.000000,3706.662354,-3706.662354,-476.269196,476.269196
384.000000,3698.126465,-3698.126465,-485.553375,485.553375
385.000000,3689.586182,-3689.586182,-494.818695,494.818695
386.000000,3681.041504,-3681.041504,-504.065033,504.065033
387.000000,3672.493652,-3672.493652,-513.292053,513.292053
388.000000,3663.941895,-3663.941895,-522.500854,522.500854
389.000000,3655.387939,-3655.387939,-531.691040,531.691040
390.000000,3646.831055,-3646.831055,-540.861572,540.861572
391.000000,3638.271973,-3638.271973,-550.014221,550.014221
392.000000,3629.710938,-3629.710938,-559.148315,559.148315
393.000000,3621.148193,-3621.148193,-568.263672,568.263672
394.000000,3612.584717,-3612.584717,-577.360352,577.360352
395.000000,3604.020020,-3604.020020,-586.438843,586.438843
396.000000,3595.454834,-3595.454834,-595.499084,595.499084
397.000000,3586.890137,-3586.890137,-604.540588,604.540588
398.000000,3578.324951,-3578.324951,-613.564331,613.564331
399.000000,3569.760254,-3569.760254,-622.569641,622.569641
400.000000,3561.197754,-3561.197754,-631.556702,631.556702
401.000000,3552.635498,-3552.635498,-640.525635,640.525635
402.000000,3544.075195,-3544.075195,-649.476562,649.476562
403.000000,3535.516602,-3535.516602,-658.409668,658.409668
404.000000,3526.960938,-3526.960938,-667.325562,667.325562
405.000000,3518.407959,-3518.407959,-676.223389,676.223389
406.000000,3509.858398,-3509.858398,-685.103638,685.103638
407.000000,3501.312256,-3501.312256,-693.966003,693.966003
408.000000,3492.770264,-3492.770264,-702.811646,702.811646
409.000000,3484.232422,-3484.232422,-711.639343,711.639343
410.000000,3475.698486,-3475.698486,-720.449463,720.449463
411.000000,3467.169922,-3467.169922,-729.242371,729.242371
412.000000,3458.646240,-3458.646240,-738.018250,738.018250
413.000000,3450.129395,-3450.129395,-746.777222,746.777222
414.000000,3441.618164,-3441.618164,-755.519043,755.519043
415.000000,3433.112549,-3433.112549,-764.243774,764.243774
416.000000,3424.613281,-3424.613281,-772.952393,772.952393
417.000000,3416.121582,-3416.121582,-781.643616,781.643616
418.000000,3407.636230,-3407.636230,-790.318665,790.318665
419.000000,3399.159180,-3399.159180,-798.976990,798.976990
420.000000,3390.689209,-3390.689209,-807.619019,807.619019
421.000000,3382.228027,-3382.228027,-816.244995,816.244995
422.000000,3373.774658,-3373.774658,-824.854309,824.854309
423.000000,3365.330078,-3365.330078,-833.447632,833.447632
424.000000,3356.893555,-3356.893555,-842.024902,842.024902
425.000000,3348.467285,-3348.467285,-850.586426,850.586426
426.000000,3340.050293,-3340.050293,-859.132324,859.132324
427.000000,3331.641846,-3331.641846,-867.661987,867.661987
428.000000,3323.245117,-3323.245117,-876.176636,876.176636
429.000000,3314.856445,-3314.856445,-884.675659,884.675659
430.000000,3306.479248,-3306.479248,-893.158997,893.158997
431.000000,3298.112549,-3298.112549,-901.627258,901.627258
432.000000,3289.756592,-3289.756592,-910.080383,910.080383
433.000000,3281.411377,-3281.411377,-918.518188,918.518188
434.000000,3273.077148,-3273.077148,-926.941406,926.941406
435.000000,3264.753662,-3264.753662,-935.349731,935.349731
436.000000,3256.442383,-3256.442383,-943.743042,943.743042
437.000000,3248.142822,-3248.142822,-952.122070,952.122070
438.000000,3239.854492,-3239.854492,-960.486267,960.486267
439.000000,3231.578125,-3231.578125,-968.836060,968.836060
440.000000,3223.313965,-3223.313965,-977.171509,977.171509
441.000000,3215.062012,-3215.062012,-985.493042,985.493042
442.000000,3206.822266,-3206.822266,-993.800598,993.800598
443.000000,3198.595459,-3198.595459,-1002.093628,1002.093628
444.000000,3190.380371,-3190.380371,-1010.373291,1010.373291
445.000000,3182.178223,-3182.178223,-1018.638794,1018.638794
446.000000,3173.988281,-3173.988281,-1026.891113,1026.891113
447.000000,3165.812012,-3165.812012,-1035.129028,1035.129028
448.000000,3157.648682,-3157.648682,-1043.353638,1043.353638
449.000000,3149.498047,-3149.498047,-1051.565308,1051.565308
450.000000,3141.360352,-3141.360352,-1059.763306,1059.763306
451.000000,3133.236328,-3133.236328,-1067.948242,1067.948242
452.000000,3125.125000,-3125.125000,-1076.120239,1076.120239
453.000000,3117.026855,-3117.026855,-1084.279053,1084.279053
454.000000,3108.942627,-3108.942627,-1092.425293,1092.425293
455.000000,3100.871094,-3100.871094,-1100.558228,1100.558228
456.000000,3092.813965,-3092.813965,-1108.678833,1108.678833
457.000000,3084.769531,-3084.769531,-1116.786865,1116.786865
458.000000,3076.738281,-3076.738281,-1124.881836,1124.881836
459.000000,3068.720703,-3068.720703,-1132.964722,1132.964722
