epoch,GRU-HN_loss,GRU-HN_log_likelihood,LSTM-HN_loss,LSTM-HN_log_likelihood
460.000000,3060.716797,-3060.716797,-1141.034912,1141.034912
461.000000,3052.726074,-3052.726074,-1149.093750,1149.093750
462.000000,3044.749512,-3044.749512,-1157.140137,1157.140137
463.000000,3036.786133,-3036.786133,-1165.174072,1165.174072
464.000000,3028.836426,-3028.836426,-1173.196411,1173.196411
465.000000,3020.899902,-3020.899902,-1181.206543,1181.206543
466.000000,3012.976562,-3012.976562,-1189.205078,1189.205078
467.000000,3005.067383,-3005.067383,-1197.191895,1197.191895
468.000000,2997.171387,-2997.171387,-1205.166992,1205.166992
469.000000,2989.289307,-2989.289307,-1213.130737,1213.130737
470.000000,2981.420898,-2981.420898,-1221.082764,1221.082764
471.000000,2973.564941,-2973.564941,-1229.023804,1229.023804
472.000000,2965.722656,-2965.722656,-1236.952881,1236.952881
473.000000,2957.894531,-2957.894531,-1244.870605,1244.870605
474.000000,2950.078857,-2950.078857,-1252.777710,1252.777710
475.000000,2942.276855,-2942.276855,-1260.673584,1260.673584
476.000000,2934.487793,-2934.487793,-1268.558105,1268.558105
477.000000,2926.713135,-2926.713135,-1276.432251,1276.432251
478.000000,2918.950195,-2918.950195,-1284.295044,1284.295044
479.000000,2911.200684,-2911.200684,-1292.147095,1292.147095
480.000000,2903.465088,-2903.465088,-1299.988525,1299.988525
481.000000,2895.742188,-2895.742188,-1307.819336,1307.819336
482.000000,2888.032715,-2888.032715,-1315.639282,1315.639282
483.000000,2880.334961,-2880.334961,-1323.448975,1323.448975
484.000000,2872.651855,-2872.651855,-1331.248291,1331.248291
485.000000,2864.980469,-2864.980469,-1339.037231,1339.037231
486.000000,2857.322021,-2857.322021,-1346.815674,1346.815674
487.000000,2849.676270,-2849.676270,-1354.583984,1354.583984
488.000000,2842.042969,-2842.042969,-1362.342041,1362.342041
489.000000,2834.423828,-2834.423828,-1370.089600,1370.089600
490.000000,2826.815186,-2826.815186,-1377.827393,1377.827393
491.000000,2819.220703,-2819.220703,-1385.555298,1385.555298
492.000000,2811.638428,-2811.638428,-1393.273193,1393.273193
493.000000,2804.068115,-2804.068115,-1400.980713,1400.980713
494.000000,2796.509766,-2796.509766,-1408.678711,1408.678711
495.000000,2788.965088,-2788.965088,-1416.367310,1416.367310
496.000000,2781.431641,-2781.431641,-1424.045654,1424.045654
497.000000,2773.909424,-2773.909424,-1431.714600,1431.714600
498.000000,2766.400879,-2766.400879,-1439.373901,1439.373901
499.000000,2758.903809,-2758.903809,-1447.023804,1447.023804
500.000000,2751.419434,-2751.419434,-1454.663818,1454.663818
501.000000,2743.945801,-2743.945801,-1462.294312,1462.294312
502.000000,2736.484619,-2736.484619,-1469.915527,1469.915527
503.000000,2729.034180,-2729.034180,-1477.527832,1477.527832
504.000000,2721.595703,-2721.595703,-1485.130249,1485.130249
505.000000,2714.169922,-2714.169922,-1492.723755,1492.723755
506.000000,2706.755371,-2706.755371,-1500.308228,1500.308228
507.000000,2699.351562,-2699.351562,-1507.883545,1507.883545
508.000000,2691.959473,-2691.959473,-1515.449463,1515.449463
509.000000,2684.579590,-2684.579590,-1523.006348,1523.006348
510.000000,2677.209473,-2677.209473,-1530.554321,1530.554321
511.000000,2669.851562,-2669.851562,-1538.093506,1538.093506
512.000000,2662.504395,-2662.504395,-1545.623779,1545.623779
513.000000,2655.168945,-2655.168945,-1553.145020,1553.145020
514.000000,2647.843750,-2647.843750,-1560.657715,1560.657715
515.000000,2640.530273,-2640.530273,-1568.161255,1568.161255
516.000000,2633.227295,-2633.227295,-1575.655884,1575.655884
517.000000,2625.934570,-2625.934570,-1583.142578,1583.142578
518.000000,2618.653076,-2618.653076,-1590.620483,1590.620483
519.000000,2611.382324,-2611.382324,-1598.089478,1598.089478
520.000000,2604.122314,-2604.122314,-1605.550049,1605.550049
521.000000,2596.872559,-2596.872559,-1613.002197,1613.002197
522.000000,2589.633301,-2589.633301,-1620.445801,1620.445801
523.000000,2582.404541,-2582.404541,-1627.881104,1627.881104
524.000000,2575.186035,-2575.186035,-1635.307861,1635.307861
525.000000,2567.978027,-2567.978027,-1642.726685,1642.726685
526.000000,2560.779785,-2560.779785,-1650.136963,1650.136963
527.000000,2553.592773,-2553.592773,-1657.538818,1657.538818
528.000000,2546.415039,-2546.415039,-1664.932617,1664.932617
529.000000,2539.247070,-2539.247070,-1672.318115,1672.318115
530.000000,2532.088867,-2532.088867,-1679.695435,1679.695435
531.000000,2524.940918,-2524.940918,-1687.065186,1687.065186
532.000000,2517.802734,-2517.802734,-1694.426758,1694.426758
533.000000,2510.673828,-2510.673828,-1701.780273,1701.780273
534.000000,2503.555420,-2503.555420,-1709.125488,1709.125488
535.000000,2496.446289,-2496.446289,-1716.463135,1716.463135
536.000000,2489.347168,-2489.347168,-1723.792725,1723.792725
537.000000,2482.256348,-2482.256348,-1731.114380,1731.114380
538.000000,2475.176514,-2475.176514,-1738.428345,1738.428345
539.000000,2468.104736,-2468.104736,-1745.734375,1745.734375
540.000000,2461.043457,-2461.043457,-1753.032959,1753.032959
541.000000,2453.989746,-2453.989746,-1760.323730,1760.323730
542.000000,2446.946533,-2446.946533,-1767.606812,1767.606812
543.000000,2439.911865,-2439.911865,-1774.882324,1774.882324
544.000000,2432.887207,-2432.887207,-1782.150024,1782.150024
545.000000,2425.871094,-2425.871094,-1789.410522,1789.410522
546.000000,2418.863281,-2418.863281,-1796.663208,1796.663208
547.000000,2411.864746,-2411.864746,-1803.908447,1803.908447
548.000000,2404.875488,-2404.875488,-1811.146240,1811.146240
549.000000,2397.894775,-2397.894775,-1818.376709,1818.376709
550.000000,2390.923096,-2390.923096,-1825.599487,1825.599487
551.000000,2383.959473,-2383.959473,-1832.814941,1832.814941
552.000000,2377.004395,-2377.004395,-1840.023193,1840.023193
553.000000,2370.058838,-2370.058838,-1847.224121,1847.224121
554.000000,2363.121338,-2363.121338,-1854.417847,1854.417847
555.000000,2356.191406,-2356.191406,-1861.604248,1861.604248
556.000000,2349.270752,-2349.270752,-1868.783447,1868.783447
557.000000,2342.358398,-2342.358398,-1875.956177,1875.956177
558.000000,2335.453613,-2335.453613,-1883.121338,1883.121338
559.000000,2328.557617,-2328.557617,-1890.279419,1890.279419
560.000000,2321.669678,-2321.669678,-1897.430664,1897.430664
561.000000,2314.790039,-2314.790039,-1904.574585,1904.574585
562.000000,2307.918213,-2307.918213,-1911.711670,1911.711670
563.000000,2301.054199,-2301.054199,-1918.841675,1918.841675
564.000000,2294.198730,-2294.198730,-1925.964844,1925.964844
565.000000,2287.350830,-2287.350830,-1933.080811,1933.080811
566.000000,2280.510742,-2280.510742,-1940.190186,1940.190186
567.000000,2273.678223,-2273.678223,-1947.292725,1947.292725
568.000000,2266.854004,-2266.854004,-1954.388428,1954.388428
569.000000,2260.037598,-2260.037598,-1961.477417,1961.477417
570.000000,2253.228027,-2253.228027,-1968.559448,1968.559448
571.000000,2246.427246,-2246.427246,-1975.634521,1975.634521
572.000000,2239.633301,-2239.633301,-1982.703247,1982.703247
573.000000,2232.846924,-2232.846924,-1989.765259,1989.765259
574.000000,2226.067627,-2226.067627,-1996.820312,1996.820312
575.000000,2219.295654,-2219.295654,-2003.869263,2003.869263
576.000000,2212.531738,-2212.531738,-2010.911377,2010.911377
577.000000,2205.775146,-2205.775146,-2017.947266,2017.947266
578.000000,2199.025146,-2199.025146,-2024.976318,2024.976318
579.000000,2192.283691,-2192.283691,-2031.998901,2031.998901
580.000000,2185.548340,-2185.548340,-2039.015137,2039.015137
581.000000,2178.820312,-2178.820312,-2046.024658,2046.024658
582.000000,2172.099609,-2172.099609,-2053.027832,2053.027832
583.000000,2165.386719,-2165.386719,-2060.024902,2060.024902
584.000000,2158.680176,-2158.680176,-2067.015625,2067.015625
585.000000,2151.980469,-2151.980469,-2074.000000,2074.000000
586.000000,2145.287598,-2145.287598,-2080.978027,2080.978027
587.000000,2138.600342,-2138.600342,-2087.949707,2087.949707
588.000000,2131.921875,-2131.921875,-2094.915039,2094.915039
589.000000,2125.249512,-2125.249512,-2101.874512,2101.874512
590.000000,2118.583740,-2118.583740,-2108.827637,2108.827637
591.000000,2111.924805,-2111.924805,-2115.774658,2115.774658
592.000000,2105.272949,-2105.272949,-2122.715088,2122.715088
593.000000,2098.627441,-2098.627441,-2129.649414,2129.649414
594.000000,2091.987549,-2091.987549,-2136.577881,2136.577881
595.000000,2085.355225,-2085.355225,-2143.500244,2143.500244
596.000000,2078.729492,-2078.729492,-2150.416504,2150.416504
597.000000,2072.109863,-2072.109863,-2157.326660,2157.326660
598.000000,2065.497070,-2065.497070,-2164.230957,2164.230957
599.000000,2058.890381,-2058.890381,-2171.129150,2171.129150
600.000000,2052.290039,-2052.290039,-2178.021973,2178.021973
601.000000,2045.696411,-2045.696411,-2184.908203,2184.908203
602.000000,2039.107788,-2039.107788,-2191.789062,2191.789062
603.000000,2032.526367,-2032.526367,-2198.664062,2198.664062
604.000000,2025.951172,-2025.951172,-2205.532715,2205.532715
605.000000,2019.381958,-2019.381958,-2212.396240,2212.396240
606.000000,2012.818848,-2012.818848,-2219.253662,2219.253662
607.000000,2006.261719,-2006.261719,-2226.105225,2226.105225
608.000000,1999.710815,-1999.710815,-2232.951172,2232.951172
609.000000,1993.165771,-1993.165771,-2239.791504,2239.791504
610.000000,1986.627075,-1986.627075,-2246.626465,2246.626465
611.000000,1980.094116,-1980.094116,-2253.455322,2253.455322
612.000000,1973.567017,-1973.567017,-2260.278564,2260.278564
613.000000,1967.045898,-1967.045898,-2267.096191,2267.096191
614.000000,1960.530762,-1960.530762,-2273.907959,2273.907959
615.000000,1954.020996,-1954.020996,-2280.714355,2280.714355
616.000000,1947.517456,-1947.517456,-2287.515137,2287.515137
617.000000,1941.019043,-1941.019043,-2294.310303,2294.310303
618.000000,1934.526367,-1934.526367,-2301.100098,2301.100098
619.000000,1928.039795,-1928.039795,-2307.884766,2307.884766
620.000000,1921.559692,-1921.559692,-2314.663574,2314.663574
621.000000,1915.083374,-1915.083374,-2321.437012,2321.437012
622.000000,1908.613525,-1908.613525,-2328.205078,2328.205078
623.000000,1902.149414,-1902.149414,-2334.967773,2334.967773
624.000000,1895.690063,-1895.690063,-2341.725098,2341.725098
625.000000,1889.236572,-1889.236572,-2348.477295,2348.477295
626.000000,1882.788574,-1882.788574,-2355.223633,2355.223633
627.000000,1876.345459,-1876.345459,-2361.965088,2361.965088
628.000000,1869.908081,-1869.908081,-2368.701172,2368.701172
629.000000,1863.477051,-1863.477051,-2375.431641,2375.431641
630.000000,1857.049805,-1857.049805,-2382.157227,2382.157227
631.000000,1850.628296,-1850.628296,-2388.877197,2388.877197
632.000000,1844.212402,-1844.212402,-2395.592773,2395.592773
633.000000,1837.801636,-1837.801636,-2402.302490,2402.302490
634.000000,1831.396118,-1831.396118,-2409.007324,2409.007324
635.000000,1824.995117,-1824.995117,-2415.707031,2415.707031
636.000000,1818.599609,-1818.599609,-2422.401855,2422.401855
637.000000,1812.209473,-1812.209473,-2429.091309,2429.091309
638.000000,1805.822998,-1805.822998,-2435.775879,2435.775879
639.000000,1799.443848,-1799.443848,-2442.455078,2442.455078
640.000000,1793.068726,-1793.068726,-2449.129395,2449.129395
641.000000,1786.698486,-1786.698486,-2455.798828,2455.798828
642.000000,1780.333008,-1780.333008,-2462.462891,2462.462891
643.000000,1773.972168,-1773.972168,-2469.122559,2469.122559
644.000000,1767.617676,-1767.617676,-2475.776855,2475.776855
645.000000,1761.265869,-1761.265869,-2482.426270,2482.426270
646.000000,1754.920166,-1754.920166,-2489.070801,2489.070801
647.000000,1748.579590,-1748.579590,-2495.710693,2495.710693
648.000000,1742.243652,-1742.243652,-2502.345459,2502.345459
649.000000,1735.912109,-1735.912109,-2508.975586,2508.975586
650.000000,1729.586182,-1729.586182,-2515.601074,2515.601074
651.000000,1723.264038,-1723.264038,-2522.221191,2522.221191
652.000000,1716.947144,-1716.947144,-2528.836670,2528.836670
653.000000,1710.634277,-1710.634277,-2535.447266,2535.447266
654.000000,1704.326660,-1704.326660,-2542.052979,2542.052979
655.000000,1698.023193,-1698.023193,-2548.654785,2548.654785
656.000000,1691.724365,-1691.724365,-2555.251221,2555.251221
657.000000,1685.430786,-1685.430786,-2561.843018,2561.843018
658.000000,1679.140259,-1679.140259,-2568.430176,2568.430176
659.000000,1672.855469,-1672.855469,-2575.012939,2575.012939
660.000000,1666.575439,-1666.575439,-2581.591064,2581.591064
661.000000,1660.299072,-1660.299072,-2588.164307,2588.164307
662.000000,1654.026367,-1654.026367,-2594.732910,2594.732910
663.000000,1647.759033,-1647.759033,-2601.296875,2601.296875
664.000000,1641.495850,-1641.495850,-2607.856201,2607.856201
665.000000,1635.237061,-1635.237061,-2614.411133,2614.411133
666.000000,1628.983643,-1628.983643,-2620.961670,2620.961670
667.000000,1622.732910,-1622.732910,-2627.507812,2627.507812
668.000000,1616.486816,-1616.486816,-2634.048828,2634.048828
669.000000,1610.245483,-1610.245483,-2640.585938,2640.585938
670.000000,1604.009521,-1604.009521,-2647.118652,2647.118652
671.000000,1597.776367,-1597.776367,-2653.646484,2653.646484
672.000000,1591.547119,-1591.547119,-2660.170166,2660.170166
673.000000,1585.322754,-1585.322754,-2666.689453,2666.689453
674.000000,1579.102661,-1579.102661,-2673.204102,2673.204102
675.000000,1572.885498,-1572.885498,-2679.714355,2679.714355
676.000000,1566.673584,-1566.673584,-2686.220703,2686.220703
677.000000,1560.465210,-1560.465210,-2692.722168,2692.722168
678.000000,1554.261963,-1554.261963,-2699.219727,2699.219727
679.000000,1548.062012,-1548.062012,-2705.712646,2705.712646
680.000000,1541.865967,-1541.865967,-2712.201660,2712.201660
681.000000,1535.674316,-1535.674316,-2718.686035,2718.686035
682.000000,1529.486084,-1529.486084,-2725.166504,2725.166504
683.000000,1523.301758,-1523.301758,-2731.642822,2731.642822
684.000000,1517.122192,-1517.122192,-2738.114746,2738.114746
685.000000,1510.945801,-1510.945801,-2744.582520,2744.582520
686.000000,1504.773193,-1504.773193,-2751.045654,2751.045654
687.000000,1498.604248,-1498.604248,-2757.504883,2757.504883
688.000000,1492.440674,-1492.440674,-2763.959717,2763.959717
689.000000,1486.279541,-1486.279541,-2770.410645,2770.410645
690.000000,1480.122070,-1480.122070,-2776.857422,2776.857422
691.000000,1473.968872,-1473.968872,-2783.300049,2783.300049
692.000000,1467.819946,-1467.819946,-2789.738770,2789.738770
693.000000,1461.674194,-1461.674194,-2796.173340,2796.173340
694.000000,1455.533081,-1455.533081,-2802.603760,2802.603760
695.000000,1449.393677,-1449.393677,-2809.030273,2809.030273
696.000000,1443.259033,-1443.259033,-2815.452637,2815.452637
697.000000,1437.127930,-1437.127930,-2821.871094,2821.871094
698.000000,1431.001221,-1431.001221,-2828.285400,2828.285400
699.000000,1424.877441,-1424.877441,-2834.695801,2834.695801
700.000000,1418.758423,-1418.758423,-2841.102295,2841.102295
701.000000,1412.641846,-1412.641846,-2847.504395,2847.504395
702.000000,1406.529175,-1406.529175,-2853.902832,2853.902832
703.000000,1400.420166,-1400.420166,-2860.297852,2860.297852
704.000000,1394.314209,-1394.314209,-2866.688477,2866.688477
705.000000,1388.212646,-1388.212646,-2873.074951,2873.074951
706.000000,1382.114502,-1382.114502,-2879.458008,2879.458008
707.000000,1376.019043,-1376.019043,-2885.836914,2885.836914
708.000000,1369.927734,-1369.927734,-2892.212402,2892.212402
709.000000,1363.839600,-1363.839600,-2898.583496,2898.583496
710.000000,1357.754395,-1357.754395,-2904.951172,2904.951172
711.000000,1351.673462,-1351.673462,-2911.315186,2911.315186
712.000000,1345.596069,-1345.596069,-2917.675049,2917.675049
713.000000,1339.521606,-1339.521606,-2924.030762,2924.030762
714.000000,1333.449951,-1333.449951,-2930.383301,2930.383301
715.000000,1327.383057,-1327.383057,-2936.731689,2936.731689
716.000000,1321.317627,-1321.317627,-2943.076660,2943.076660
717.000000,1315.256714,-1315.256714,-2949.417480,2949.417480
718.000000,1309.198242,-1309.198242,-2955.754883,2955.754883
719.000000,1303.144043,-1303.144043,-2962.088867,2962.088867
720.000000,1297.093018,-1297.093018,-2968.418701,2968.418701
721.000000,1291.045166,-1291.045166,-2974.745361,2974.745361
722.000000,1285.000244,-1285.000244,-2981.067871,2981.067871
723.000000,1278.959229,-1278.959229,-2987.386719,2987.386719
724.000000,1272.920410,-1272.920410,-2993.702148,2993.702148
725.000000,1266.885254,-1266.885254,-3000.014404,3000.014404
726.000000,1260.853516,-1260.853516,-3006.322754,3006.322754
727.000000,1254.824219,-1254.824219,-3012.627686,3012.627686
728.000000,1248.798828,-1248.798828,-3018.928711,3018.928711
729.000000,1242.776245,-1242.776245,-3025.226318,3025.226318
730.000000,1236.756958,-1236.756958,-3031.520508,3031.520508
731.000000,1230.740723,-1230.740723,-3037.810791,3037.810791
732.000000,1224.727417,-1224.727417,-3044.097656,3044.097656
733.000000,1218.716797,-1218.716797,-3050.381104,3050.381104
734.000000,1212.709351,-1212.709351,-3056.660645,3056.660645
735.000000,1206.705811,-1206.705811,-3062.937012,3062.937012
736.000000,1200.704468,-1200.704468,-3069.209961,3069.209961
737.000000,1194.706787,-1194.706787,-3075.479492,3075.479492
738.000000,1188.712646,-1188.712646,-3081.745361,3081.745361
739.000000,1182.720703,-1182.720703,-3088.008301,3088.008301
740.000000,1176.731812,-1176.731812,-3094.267578,3094.267578
741.000000,1170.745483,-1170.745483,-3100.523438,3100.523438
742.000000,1164.761475,-1164.761475,-3106.775635,3106.775635
743.000000,1158.781616,-1158.781616,-3113.024658,3113.024658
744.000000,1152.804199,-1152.804199,-3119.270508,3119.270508
745.000000,1146.829712,-1146.829712,-3125.512695,3125.512695
746.000000,1140.857300,-1140.857300,-3131.751465,3131.751465
747.000000,1134.888916,-1134.888916,-3137.987305,3137.987305
748.000000,1128.922974,-1128.922974,-3144.219727,3144.219727
749.000000,1122.959717,-1122.959717,-3150.448730,3150.448730
750.000000,1116.999023,-1116.999023,-3156.674805,3156.674805
751.000000,1111.042236,-1111.042236,-3162.897461,3162.897461
752.000000,1105.087646,-1105.087646,-3169.116943,3169.116943
753.000000,1099.135498,-1099.135498,-3175.333008,3175.333008
754.000000,1093.187500,-1093.187500,-3181.545410,3181.545410
755.000000,1087.240356,-1087.240356,-3187.754883,3187.754883
756.000000,1081.296997,-1081.296997,-3193.961182,3193.961182
757.000000,1075.356934,-1075.356934,-3200.164307,3200.164307
758.000000,1069.418945,-1069.418945,-3206.364258,3206.364258
759.000000,1063.483154,-1063.483154,-3212.561035,3212.561035
760.000000,1057.550781,-1057.550781,-3218.754639,3218.754639
761.000000,1051.620361,-1051.620361,-3224.944824,3224.944824
762.000000,1045.694214,-1045.694214,-3231.131836,3231.131836
763.000000,1039.769409,-1039.769409,-3237.315430,3237.315430
764.000000,1033.847168,-1033.847168,-3243.496582,3243.496582
765.000000,1027.926270,-1027.926270,-3249.674316,3249.674316
766.000000,1022.009766,-1022.009766,-3255.848633,3255.848633
767.000000,1016.095825,-1016.095825,-3262.020020,3262.020020
768.000000,1010.184326,-1010.184326,-3268.188477,3268.188477
769.000000,1004.275574,-1004.275574,-3274.354004,3274.354004
770.000000,998.369324,-998.369324,-3280.516113,3280.516113
771.000000,992.465820,-992.465820,-3286.675293,3286.675293
772.000000,986.563904,-986.563904,-3292.831543,3292.831543
773.000000,980.665039,-980.665039,-3298.984619,3298.984619
774.000000,974.768677,-974.768677,-3305.134766,3305.134766
775.000000,968.874512,-968.874512,-3311.281982,3311.281982
776.000000,962.983948,-962.983948,-3317.426025,3317.426025
777.000000,957.095459,-957.095459,-3323.567139,3323.567139
778.000000,951.208984,-951.208984,-3329.705322,3329.705322
779.000000,945.325439,-945.325439,-3335.840332,3335.840332
780.000000,939.443970,-939.443970,-3341.972656,3341.972656
781.000000,933.564575,-933.564575,-3348.101562,3348.101562
782.000000,927.689209,-927.689209,-3354.228027,3354.228027
783.000000,921.814331,-921.814331,-3360.351318,3360.351318
784.000000,915.943298,-915.943298,-3366.471680,3366.471680
785.000000,910.073730,-910.073730,-3372.589355,3372.589355
786.000000,904.206421,-904.206421,-3378.704346,3378.704346
787.000000,898.342590,-898.342590,-3384.816406,3384.816406
788.000000,892.480896,-892.480896,-3390.925293,3390.925293
789.000000,886.620667,-886.620667,-3397.031738,3397.031738
790.000000,880.762939,-880.762939,-3403.134766,3403.134766
791.000000,874.908813,-874.908813,-3409.235352,3409.235352
792.000000,869.055115,-869.055115,-3415.333008,3415.333008
793.000000,863.205017,-863.205017,-3421.427734,3421.427734
794.000000,857.357605,-857.357605,-3427.519531,3427.519531
795.000000,851.511902,-851.511902,-3433.608643,3433.608643
796.000000,845.667603,-845.667603,-3439.694824,3439.694824
797.000000,839.827148,-839.827148,-3445.778809,3445.778809
798.000000,833.988525,-833.988525,-3451.859375,3451.859375
799.000000,828.150574,-828.150574,-3457.937500,3457.937500
800.000000,822.316772,-822.316772,-3464.012695,3464.012695
801.000000,816.484497,-816.484497,-3470.085693,3470.085693
802.000000,810.654297,-810.654297,-3476.155029,3476.155029
803.000000,804.827087,-804.827087,-3482.222168,3482.222168
804.000000,799.001831,-799.001831,-3488.286377,3488.286377
805.000000,793.178589,-793.178589,-3494.348145,3494.348145
806.000000,787.356323,-787.356323,-3500.406738,3500.406738
807.000000,781.538147,-781.538147,-3506.462646,3506.462646
808.000000,775.721191,-775.721191,-3512.516113,3512.516113
809.000000,769.906372,-769.906372,-3518.566895,3518.566895
810.000000,764.093750,-764.093750,-3524.614990,3524.614990
811.000000,758.283447,-758.283447,-3530.660400,3530.660400
812.000000,752.474243,-752.474243,-3536.703369,3536.703369
813.000000,746.668579,-746.668579,-3542.743164,3542.743164
814.000000,740.864014,-740.864014,-3548.780762,3548.780762
815.000000,735.061951,-735.061951,-3554.815674,3554.815674
816.000000,729.262451,-729.262451,-3560.848633,3560.848633
817.000000,723.464233,-723.464233,-3566.878174,3566.878174
818.000000,717.668457,-717.668457,-3572.905762,3572.905762
819.000000,711.875366,-711.875366,-3578.930176,3578.930176
820.000000,706.083923,-706.083923,-3584.952393,3584.952393
821.000000,700.294800,-700.294800,-3590.971680,3590.971680
822.000000,694.507385,-694.507385,-3596.988281,3596.988281
823.000000,688.721680,-688.721680,-3603.002686,3603.002686
824.000000,682.938660,-682.938660,-3609.014404,3609.014404
825.000000,677.156189,-677.156189,-3615.023682,3615.023682
826.000000,671.376587,-671.376587,-3621.030273,3621.030273
827.000000,665.599976,-665.599976,-3627.034180,3627.034180
828.000000,659.825256,-659.825256,-3633.035889,3633.035889
829.000000,654.050842,-654.050842,-3639.035645,3639.035645
830.000000,648.278687,-648.278687,-3645.032227,3645.032227
831.000000,642.509583,-642.509583,-3651.026855,3651.026855
832.000000,636.742065,-636.742065,-3657.018311,3657.018311
833.000000,630.976929,-630.976929,-3663.007568,3663.007568
834.000000,625.213623,-625.213623,-3668.994629,3668.994629
835.000000,619.450195,-619.450195,-3674.979004,3674.979004
836.000000,613.691040,-613.691040,-3680.960938,3680.960938
837.000000,607.934082,-607.934082,-3686.940186,3686.940186
838.000000,602.177185,-602.177185,-3692.917480,3692.917480
839.000000,596.423645,-596.423645,-3698.892090,3698.892090
840.000000,590.671143,-590.671143,-3704.864258,3704.864258
841.000000,584.920898,-584.920898,-3710.834229,3710.834229
842.000000,579.171692,-579.171692,-3716.802002,3716.802002
843.000000,573.425049,-573.425049,-3722.767090,3722.767090
844.000000,567.680847,-567.680847,-3728.729736,3728.729736
845.000000,561.937988,-561.937988,-3734.689941,3734.689941
846.000000,556.196411,-556.196411,-3740.647949,3740.647949
847.000000,550.457275,-550.457275,-3746.603516,3746.603516
848.000000,544.719421,-544.719421,-3752.557129,3752.557129
849.000000,538.984375,-538.984375,-3758.508057,3758.508057
850.000000,533.250793,-533.250793,-3764.456543,3764.456543
851.000000,527.518738,-527.518738,-3770.402832,3770.402832
852.000000,521.787964,-521.787964,-3776.346924,3776.346924
853.000000,516.060303,-516.060303,-3782.288818,3782.288818
854.000000,510.332947,-510.332947,-3788.228271,3788.228271
855.000000,504.607117,-504.607117,-3794.165527,3794.165527
856.000000,498.885529,-498.885529,-3800.100098,3800.100098
857.000000,493.164398,-493.164398,-3806.032715,3806.032715
858.000000,487.445038,-487.445038,-3811.962891,3811.962891
859.000000,481.726196,-481.726196,-3817.890625,3817.890625
860.000000,476.011780,-476.011780,-3823.816650,3823.816650
861.000000,470.296570,-470.296570,-3829.739990,3829.739990
862.000000,464.583527,-464.583527,-3835.661377,3835.661377
863.000000,458.872406,-458.872406,-3841.580566,3841.580566
864.000000,453.163269,-453.163269,-3847.497314,3847.497314
865.000000,447.457245,-447.457245,-3853.411621,3853.411621
866.000000,441.750854,-441.750854,-3859.323975,3859.323975
867.000000,436.045288,-436.045288,-3865.234131,3865.234131
868.000000,430.343201,-430.343201,-3871.141846,3871.141846
869.000000,424.643158,-424.643158,-3877.048096,3877.048096
870.000000,418.944031,-418.944031,-3882.951660,3882.951660
871.000000,413.247162,-413.247162,-3888.853027,3888.853027
872.000000,407.550598,-407.550598,-3894.752441,3894.752441
873.000000,401.856903,-401.856903,-3900.649170,3900.649170
874.000000,396.164673,-396.164673,-3906.543945,3906.543945
875.000000,390.473663,-390.473663,-3912.437012,3912.437012
876.000000,384.784851,-384.784851,-3918.327881,3918.327881
877.000000,379.097351,-379.097351,-3924.216309,3924.216309
878.000000,373.411133,-373.411133,-3930.102783,3930.102783
879.000000,367.726074,-367.726074,-3935.986816,3935.986816
880.000000,362.043732,-362.043732,-3941.868896,3941.868896
881.000000,356.362793,-356.362793,-3947.749023,3947.749023
882.000000,350.682983,-350.682983,-3953.626953,3953.626953
883.000000,345.004883,-345.004883,-3959.502930,3959.502930
884.000000,339.329407,-339.329407,-3965.376465,3965.376465
885.000000,333.653870,-333.653870,-3971.248291,3971.248291
886.000000,327.980164,-327.980164,-3977.117676,3977.117676
887.000000,322.309387,-322.309387,-3982.985107,3982.985107
888.000000,316.638733,-316.638733,-3988.850586,3988.850586
889.000000,310.969757,-310.969757,-3994.714355,3994.714355
890.000000,305.303650,-305.303650,-4000.575684,4000.575684
891.000000,299.638123,-299.638123,-4006.435059,4006.435059
892.000000,293.974487,-293.974487,-4012.291992,4012.291992
893.000000,288.312195,-288.312195,-4018.146973,4018.146973
894.000000,282.650848,-282.650848,-4024.000488,4024.000488
895.000000,276.990967,-276.990967,-4029.852051,4029.852051
896.000000,271.333191,-271.333191,-4035.701172,4035.701172
897.000000,265.677246,-265.677246,-4041.548340,4041.548340
898.000000,260.023499,-260.023499,-4047.393555,4047.393555
899.000000,254.368561,-254.368561,-4053.236328,4053.236328
900.000000,248.717377,-248.717377,-4059.077637,4059.077637
901.000000,243.066803,-243.066803,-4064.916992,4064.916992
902.000000,237.418274,-237.418274,-4070.754395,4070.754395
903.000000,231.769577,-231.769577,-4076.589355,4076.589355
904.000000,226.124100,-226.124100,-4082.423096,4082.423096
905.000000,220.479477,-220.479477,-4088.254395,4088.254395
906.000000,214.837006,-214.837006,-4094.083984,4094.083984
907.000000,209.194275,-209.194275,-4099.912109,4099.912109
908.000000,203.554001,-203.554001,-4105.736816,4105.736816
909.000000,197.914413,-197.914413,-4111.560547,4111.560547
910.000000,192.278748,-192.278748,-4117.382812,4117.382812
911.000000,186.641205,-186.641205,-4123.202637,4123.202637
912.000000,181.006500,-181.006500,-4129.020508,4129.020508
913.000000,175.374176,-175.374176,-4134.836426,4134.836426
914.000000,169.742706,-169.742706,-4140.650391,4140.650391
915.000000,164.113083,-164.113083,-4146.462891,4146.462891
916.000000,158.482758,-158.482758,-4152.272949,4152.272949
917.000000,152.855194,-152.855194,-4158.081055,4158.081055
918.000000,147.229065,-147.229065,-4163.887695,4163.887695
